"sleep","sleepnap","rest","work","age","sex","educ","exper","black","gdhealth","labor","self","union","married","ymarried","yngkid","hwage","spwork","spwage","earnings"
3778,3778,0,1571,30,"Male",16,8,0,1,1,0,0,1,8,1,8.08000087738037,1,17000,16250
3046,3278,60,2571,54,"Male",16,32,0,1,1,0,0,1,32,0,8.08000087738037,1,6000,18750
3333,3393,0,1818,29,"Female",16,7,0,1,1,0,0,1,8,1,8.08000087738037,0,0,16250
4575,4575,405,0,49,"Male",12,31,0,1,1,0,0,1,27,0,8.08000087738037,1,3700,3500
3263,3263,0,2250,25,"Male",12,7,1,1,1,0,0,1,4,1,4.0400013923645,0,0,10500
3113,3263,1320,2313,58,"Female",12,40,0,1,1,0,0,1,34,0,4.0400013923645,1,25000,27500
4545,4695,0,835,40,"Male",11,23,0,0,1,0,1,0,0,0,4.0400013923645,0,0,8250
3880,3918,0,2830,40,"Male",12,22,0,1,1,0,0,1,5,1,4.0400013923645,0,0,0
3303,3548,113,2226,56,"Male",12,38,0,0,1,1,1,0,0,0,4.0400013923645,0,0,6750
3388,3388,0,2325,45,"Female",9,30,0,0,1,0,0,1,25,0,4.0400013923645,0,0,0
3278,3278,0,2140,52,"Female",10,36,0,0,1,0,1,0,0,0,4.59999895095825,0,0,8250
3376,3424,45,2592,31,"Male",17,8,0,1,1,0,0,1,10,1,5.31000089645386,1,7500,10500
2895,2895,0,2313,27,"Male",12,9,0,1,1,0,1,1,5,0,14.4299936294556,1,6000,16250
3216,3216,0,2263,31,"Male",14,11,0,1,1,0,0,1,9,0,10.3900012969971,1,11000,21250
2930,2930,150,2100,30,"Male",17,7,0,1,1,0,0,1,6,0,10.3900012969971,1,800,18750
3150,4135,0,1075,44,"Male",16,22,0,1,1,0,1,1,17,0,10.3900012969971,0,0,21250
3248,3248,30,2238,27,"Male",15,6,0,1,1,0,0,1,6,1,5.83000040054321,1,1000,13750
3983,5224,0,1168,28,"Female",14,8,0,1,1,0,0,0,0,0,7.1000018119812,0,0,6750
3218,3523,225,1900,57,"Male",12,39,0,1,1,0,0,1,24,0,8.37000179290771,1,1800,1000
2803,2803,0,2376,33,"Female",13,14,0,1,1,0,0,1,10,0,2.53999972343445,0,0,9500
3038,3038,190,1800,29,"Male",12,11,0,1,1,0,0,1,5,1,3.8099992275238,1,9000,6750
3150,3300,0,2965,32,"Male",12,14,0,1,1,0,1,1,14,0,6.35000085830688,1,1000,13750
3405,3405,0,3466,25,"Male",13,6,0,1,1,0,0,1,4,1,10.1599960327148,0,0,0
3548,3548,0,1538,50,"Male",12,32,0,1,1,0,0,1,25,0,6.35000085830688,1,3000,2500
3670,3670,0,2600,39,"Male",12,21,1,0,1,0,1,0,0,0,6.35000085830688,0,0,13750
2961,3724,0,1675,24,"Male",12,6,0,0,1,0,1,1,4,0,6.35000085830688,1,7500,11750
3530,3593,65,1113,31,"Male",12,13,0,1,1,0,1,1,9,1,6.35000085830688,0,0,13750
2668,2668,20,2400,25,"Male",12,7,0,1,1,0,1,1,7,1,6.35000085830688,0,0,13750
3233,3848,188,2288,44,"Male",7,31,0,1,1,0,1,1,25,0,6.35000085830688,0,0,16250
3750,3750,165,2226,62,"Male",17,39,0,1,1,0,0,1,37,0,17.4799938201904,0,0,32500
3203,3203,195,2001,44,"Male",12,26,0,1,1,0,0,1,23,0,9.93000602722168,0,0,18750
2948,3048,0,2480,35,"Female",12,17,0,1,1,0,0,1,0,0,4.32999753952026,1,18750,2500
3621,4034,60,2588,34,"Female",12,16,0,1,1,0,0,0,0,0,4.32999753952026,0,0,10500
3630,4165,0,1213,27,"Female",12,9,0,1,1,0,0,1,5,1,4.32999753952026,1,8000,6750
3631,3631,0,1650,32,"Male",12,14,0,1,1,1,0,1,10,0,8.66000270843506,0,0,0
2836,2836,0,2263,58,"Male",8,44,0,1,1,0,1,1,30,0,8.66000270843506,0,0,18750
2940,2948,0,2163,27,"Female",17,4,0,1,1,0,0,1,10,1,4.32999753952026,1,11000,10500
3943,3943,0,958,59,"Male",14,39,1,1,1,1,0,1,34,0,8.66000270843506,1,6000,18750
3378,3378,38,3185,23,"Male",12,5,0,1,1,0,0,1,0,0,7.39000225067139,0,0,8250
4140,4260,30,0,45,"Male",8,31,0,0,1,0,0,1,0,0,5.70999956130981,0,0,13750
2888,2888,30,2931,25,"Male",12,7,0,1,1,0,1,1,1,0,6.11999893188477,1,1200,11750
3030,3440,0,1138,52,"Male",17,29,0,1,1,0,0,0,0,0,8.47000503540039,0,0,16250
3705,3705,75,2363,29,"Male",12,11,0,1,1,0,0,1,6,1,6.6399998664856,0,0,13750
3795,4170,15,1298,24,"Female",16,2,0,1,1,0,0,1,3,0,3.83999848365784,1,13200,13750
3160,3160,0,3103,59,"Male",10,43,0,1,1,0,0,1,36,0,7.93999767303467,1,2500,2500
3075,3285,0,3261,39,"Male",10,23,0,1,1,0,0,1,13,0,4.62000131607056,0,0,1000
2678,2948,38,2755,33,"Male",12,15,1,1,1,0,1,1,7,0,9.24000072479248,1,5500,21250
4113,4113,0,2488,33,"Male",8,19,0,0,1,0,0,1,13,1,4.62000131607056,0,0,9500
3293,3843,0,2058,58,"Male",12,40,0,1,1,0,0,0,0,0,6.93000173568726,0,0,10500
2760,2760,0,2695,33,"Male",16,11,0,1,1,0,0,1,9,1,11.5500068664551,0,0,16250
3720,3720,0,2113,24,"Female",17,1,0,1,1,0,0,1,2,0,2.30999875068665,1,3500,4500
3840,3840,0,1538,47,"Male",12,29,0,1,1,0,0,1,7,0,9.24000072479248,1,5600,21250
3338,3711,0,1323,51,"Female",16,29,0,1,1,0,0,1,29,0,4.62000131607056,0,0,9500
4373,4373,0,0,44,"Female",11,27,0,1,1,0,0,1,26,0,4.62000131607056,1,15000,9500
2928,3138,0,2735,48,"Male",12,30,0,1,1,0,1,1,27,0,6.93000173568726,1,4000,13750
3090,3125,660,3225,36,"Male",12,18,0,1,1,0,0,1,15,0,11.5500068664551,0,0,0
2740,2740,75,2375,54,"Male",12,36,0,1,1,0,0,1,27,0,6.93000173568726,1,10000,9500
2496,2656,0,1762,25,"Male",12,7,0,1,1,0,0,1,1,0,2.30999875068665,0,0,3500
3098,3248,0,2601,56,"Female",17,33,0,0,1,0,0,0,0,0,4.62000131607056,0,0,10500
2933,2933,20,2513,28,"Male",12,10,0,1,1,0,0,1,6,1,6.93000173568726,0,0,0
3195,3570,0,1755,40,"Female",14,20,0,1,1,0,0,0,0,0,4.62000131607056,0,0,11750
3213,3273,0,2288,28,"Male",12,10,0,1,1,0,0,1,4,0,4.62000131607056,0,0,2500
3015,3053,188,2640,29,"Male",12,11,0,0,1,0,0,1,7,0,4.62000131607056,0,0,0
3698,3698,85,2518,33,"Male",17,10,0,1,1,0,0,1,0,1,6.93000173568726,0,0,18750
3488,3488,0,1880,26,"Male",12,8,0,1,1,0,1,1,5,0,6.93000173568726,0,0,10500
3335,3395,0,2438,54,"Male",12,36,0,1,1,0,0,1,34,0,11.5500068664551,1,9000,27500
2965,2965,0,2551,31,"Male",12,13,0,1,1,0,1,1,12,0,4.62000131607056,1,10000,9500
3823,3823,0,2300,56,"Male",13,37,0,1,1,0,1,1,29,0,6.93000173568726,1,14000,13750
3443,3443,188,2996,25,"Female",17,2,0,1,1,0,1,0,0,0,4.62000131607056,0,0,10500
3560,3560,75,2513,25,"Male",12,7,0,0,1,1,0,1,4,0,4.62000131607056,1,2000,0
3461,3461,0,2300,53,"Male",8,39,0,1,1,0,0,1,15,0,6.93000173568726,0,0,0
3178,3178,15,2656,26,"Male",12,8,0,1,1,0,0,1,5,0,4.62000131607056,1,1100,5500
3435,3435,0,1920,24,"Male",15,3,0,1,1,0,1,1,1,0,4.62000131607056,1,8000,5500
3211,3399,30,1275,45,"Male",17,22,0,1,1,0,1,1,20,0,6.93000173568726,1,2000,13750
3635,3665,0,465,52,"Female",10,36,0,0,1,0,0,1,34,0,2.30999875068665,0,0,4500
3378,3471,0,1125,23,"Female",15,2,0,1,1,0,0,1,5,1,4.87999868392944,1,10500,21250
3780,4618,75,1050,32,"Female",12,14,0,1,1,0,0,1,15,0,3.64999938011169,0,0,6750
2715,3015,0,2850,49,"Female",17,26,0,1,1,0,0,1,25,0,3.34999895095825,1,50000,13750
3436,3496,0,2250,44,"Female",12,26,0,1,1,0,0,0,0,0,6.28999948501587,0,0,13750
3285,3390,0,2451,24,"Male",13,5,0,1,1,0,0,1,2,0,7.22000074386597,1,3500,6750
3203,3203,13,2463,34,"Male",11,17,0,1,1,0,0,1,15,0,7.22000074386597,0,0,13750
3683,3683,0,2150,54,"Male",14,34,0,0,1,0,0,1,31,0,7.22000074386597,1,11000,11750
3135,3135,0,2325,40,"Male",12,22,0,1,1,0,1,1,16,0,7.22000074386597,1,5000,13750
3213,3213,38,3273,48,"Female",8,34,0,1,1,0,0,1,0,0,4.38999891281128,1,1100,9500
3365,3365,0,2203,27,"Female",15,6,0,1,1,0,0,0,0,1,4.64999914169312,0,0,10500
3278,3298,30,1853,33,"Female",17,10,0,1,1,0,0,1,13,1,7.69999694824219,1,22000,13750
3150,3463,0,3616,28,"Male",12,10,0,1,1,0,1,0,0,0,9.8199987411499,0,0,16250
3750,3750,0,1963,62,"Female",16,40,0,0,1,0,0,1,38,0,5.17000198364258,0,0,0
3418,5226,0,1126,64,"Female",17,41,0,0,1,0,0,0,0,0,3.30999946594238,0,0,6750
2910,3060,0,2450,31,"Female",12,13,0,1,1,0,0,0,0,0,6.21000099182129,0,0,9500
3683,3683,0,1125,29,"Male",16,7,0,1,1,0,0,1,3,0,6.21000099182129,1,7950,13750
2311,2311,0,3996,36,"Male",12,18,0,1,1,0,0,1,13,0,7.51000452041626,0,0,0
3368,3533,13,3071,44,"Male",8,30,0,1,1,0,1,1,24,0,7.51000452041626,0,0,16250
3453,3453,0,2325,43,"Male",12,25,0,1,1,0,0,0,0,0,7.51000452041626,0,0,8250
3870,3930,140,2253,46,"Male",11,29,0,1,1,0,0,1,26,0,7.51000452041626,1,11000,9500
2921,2921,0,2263,29,"Female",12,11,0,1,1,0,0,0,0,0,2.59999871253967,0,0,3500
3438,3438,0,2206,28,"Male",14,8,0,1,1,0,0,0,0,0,5.20000171661377,0,0,10500
3775,3775,0,2711,26,"Male",13,7,0,0,1,0,1,1,4,1,5.20000171661377,1,7000,8250
2945,3170,0,1263,62,"Female",10,46,0,1,1,0,0,1,42,0,1.29999971389771,1,13000,13750
3270,3270,0,1960,23,"Female",17,0,0,1,1,0,0,1,2,0,2.59999871253967,1,4000,9500
3405,3495,0,1470,35,"Female",16,13,1,1,1,0,0,0,0,0,5.20000171661377,0,0,8250
3533,3533,0,2980,32,"Male",14,12,0,1,1,0,0,1,7,1,5.20000171661377,0,0,0
3320,3320,375,2085,44,"Male",12,26,0,1,1,0,0,1,12,0,5.20000171661377,0,0,0
3030,3120,0,2270,29,"Female",12,11,0,1,1,0,0,0,0,0,3.11999988555908,0,0,6750
3563,3708,0,3391,42,"Male",12,24,0,1,1,1,1,1,17,0,5.20000171661377,0,0,6750
3470,3470,0,1660,24,"Female",16,2,1,1,1,0,0,0,0,0,3.11999988555908,0,0,6750
3130,3370,0,2450,27,"Female",14,7,0,1,1,0,0,1,8,0,2.08000016212463,1,8250,8250
3660,3720,53,1163,49,"Female",14,29,0,0,1,0,0,1,31,0,5.20000171661377,1,15000,11750
4113,4113,340,1288,43,"Male",8,29,0,1,1,0,0,1,13,0,2.08000016212463,0,0,0
2661,2901,0,2485,40,"Male",14,20,0,1,1,0,0,1,9,0,3.64000105857849,1,4750,5500
2115,2115,75,2050,27,"Female",12,9,0,0,1,0,0,1,0,0,4.67999935150146,1,8000,9500
3240,3390,0,1038,49,"Female",8,35,0,1,1,0,0,1,28,0,2.59999871253967,1,14000,2500
3480,3480,0,1213,27,"Female",12,9,0,1,1,0,1,1,8,0,4.97000074386597,1,11500,11750
4048,4308,113,1558,26,"Female",12,8,0,1,1,0,1,1,5,0,2.89000153541565,1,26000,16250
2956,2956,195,1175,44,"Female",8,30,0,0,1,0,1,1,24,0,2.89000153541565,1,13000,5500
2985,3125,0,0,31,"Female",15,10,0,1,1,0,0,1,7,0,2.89000153541565,1,12000,11750
2745,2783,15,0,28,"Female",13,9,0,0,1,0,1,1,4,1,2.89000153541565,1,11000,8250
3405,3465,0,2460,47,"Female",12,29,0,1,1,0,0,1,27,0,2.89000153541565,1,9000,5500
3158,3233,0,2325,31,"Female",12,13,1,1,1,0,0,1,11,0,2.89000153541565,1,8000,6750
3138,3438,0,2488,33,"Female",12,15,0,1,1,0,0,1,14,0,2.89000153541565,1,8400,4500
3143,3143,170,2288,55,"Female",12,37,0,1,1,0,1,1,35,0,3.47999906539917,1,12000,8250
2865,3428,0,2251,24,"Female",12,6,0,1,1,0,0,1,5,0,1.85000061988831,0,0,0
3853,3853,0,1173,23,"Female",16,1,0,1,1,0,1,1,3,0,3.70000076293945,1,7500,2500
3435,3465,0,2946,42,"Male",11,25,0,1,1,0,0,1,22,0,3.17999935150146,1,6000,9500
3221,3401,75,1150,26,"Female",12,8,0,1,1,0,1,1,9,0,3.17999935150146,1,8000,8250
3320,3320,0,2193,25,"Female",14,5,0,1,1,0,0,0,0,0,3.17999935150146,0,0,6750
2633,3278,68,2663,32,"Male",10,16,0,1,1,0,0,1,13,0,1.5900000333786,0,0,0
3158,3158,30,2413,33,"Female",12,15,0,1,1,0,1,1,15,0,3.17999935150146,1,16500,16250
3353,3353,0,2475,62,"Female",8,48,0,1,1,0,0,1,0,0,3.17999935150146,0,0,6750
3350,3425,150,2050,35,"Female",14,15,0,1,1,0,0,1,17,0,3.17999935150146,0,0,16250
2580,2580,0,2575,26,"Male",9,11,0,1,1,0,1,1,4,0,3.17999935150146,0,0,9500
3633,3633,0,2170,44,"Female",12,26,0,1,1,0,1,1,19,0,2.65999984741211,0,0,5500
3955,4015,250,1763,48,"Female",9,33,0,1,1,0,0,1,32,0,2.06000018119812,1,7500,4500
4215,4530,330,2525,51,"Female",8,37,0,0,1,0,0,1,0,0,1.60999965667725,0,0,3500
2733,2981,0,3226,47,"Female",6,35,0,1,1,0,1,0,0,0,0.540000081062317,0,0,4500
3270,3270,0,0,43,"Female",12,25,0,1,1,1,0,1,24,0,0.35000005364418,1,13000,13750
3128,3203,0,2173,32,"Female",16,10,0,1,1,0,0,1,9,0,5.76999950408936,1,6000,10500
3515,3515,113,2843,24,"Male",13,5,0,1,1,0,0,1,4,0,6.65999698638916,1,7000,6750
4068,4103,0,2568,28,"Female",16,6,0,1,1,1,0,1,0,0,1.81999909877777,1,9360,4500
3885,4035,75,913,33,"Female",14,13,0,1,1,0,0,1,9,0,1.81999909877777,1,9000,5500
3410,3470,60,1497,28,"Female",12,10,0,1,1,0,0,1,0,1,1.51999950408936,1,12000,5500
3641,3791,0,2686,24,"Female",13,5,0,1,1,0,0,1,4,0,3.64999938011169,1,13800,6750
4091,4181,30,75,24,"Female",13,5,0,1,1,0,0,1,2,0,2.18000030517578,1,15000,6750
2708,2708,30,2325,49,"Female",12,31,0,1,1,0,0,1,27,0,4.99000024795532,1,23000,8250
2640,2745,0,2538,27,"Female",16,5,1,1,1,1,0,0,0,0,4.99000024795532,0,0,9500
2918,2918,0,2038,23,"Male",16,1,0,1,1,0,0,0,0,0,4.99000024795532,0,0,4500
2983,2983,93,2025,32,"Female",12,14,0,1,1,0,1,1,12,0,5.09000062942505,1,10000,9500
3420,3480,338,2205,39,"Male",11,22,0,1,1,0,0,0,0,0,4.08000040054321,0,0,6750
3322,4099,75,1838,35,"Male",12,17,0,0,1,0,0,1,14,1,2.86999988555908,0,0,0
3553,3553,0,1570,24,"Female",12,6,0,0,1,0,1,1,4,0,3.11999988555908,1,13000,11750
3945,4210,0,1125,33,"Female",12,15,0,1,1,0,0,1,0,0,6.23999834060669,1,15000,11750
3018,3018,0,2388,40,"Male",16,18,0,1,1,0,0,1,16,0,15.6000022888184,0,0,27500
2870,3170,0,1830,25,"Female",13,6,0,1,1,0,0,0,0,0,6.23999834060669,0,0,8250
2891,2891,0,2163,30,"Female",12,12,0,1,1,0,1,1,9,1,6.23999834060669,0,0,8250
3323,3323,0,1370,24,"Female",16,2,0,1,1,0,0,1,3,0,6.23999834060669,1,13500,13750
3155,3155,0,3075,25,"Male",16,3,0,1,1,0,0,1,3,0,7.49000215530396,1,12000,13750
4110,4185,30,2505,34,"Female",12,16,0,1,1,0,1,0,0,0,3.86999797821045,0,0,5500
3328,3328,0,2146,52,"Female",12,34,0,1,1,0,0,1,27,0,4.36999988555908,1,17000,9500
3015,3075,25,1975,25,"Male",15,4,0,1,1,0,0,1,3,1,5.62000179290771,1,600,3500
3195,3195,0,1650,37,"Male",16,15,0,1,1,0,0,1,7,1,11.2400007247925,0,0,21250
2710,2755,0,2775,26,"Male",17,3,0,1,1,0,0,1,2,0,2.50000071525574,1,6000,9500
2890,3010,0,2380,26,"Female",12,8,0,1,1,0,1,0,0,0,3.75000071525574,0,0,6750
3578,4121,0,1321,65,"Male",12,47,0,1,1,0,0,1,35,0,1.25000059604645,0,0,0
2708,2708,0,2458,32,"Female",12,14,1,1,1,0,0,1,0,0,2.70000052452087,1,8100,1000
4100,4100,0,3170,27,"Male",10,11,0,1,1,0,1,1,2,1,3.75000071525574,0,0,6750
3818,3848,65,360,57,"Female",4,47,0,1,1,0,0,0,0,0,0.379999995231628,0,0,1000
3060,3060,0,750,36,"Female",8,22,0,1,1,0,0,1,16,0,1.68000030517578,0,0,2500
3765,4025,75,2100,51,"Male",13,32,1,1,1,0,0,1,0,0,3.84999942779541,1,5250,4500
2710,2893,75,2368,52,"Female",11,35,0,1,1,0,1,1,35,0,7.05999946594238,1,18500,13750
3753,3753,55,1325,24,"Female",17,1,0,1,1,0,0,1,1,0,1.80000054836273,0,0,6750
3943,3943,60,2451,27,"Female",12,9,1,1,1,0,0,1,4,0,1.80000054836273,1,11900,11750
3505,3593,30,1993,29,"Female",13,10,0,1,1,0,1,1,10,0,1.81000030040741,1,18500,3500
3693,3693,225,2533,30,"Male",13,11,0,0,1,0,1,1,6,0,5.01000070571899,0,0,8250
3150,3150,148,1671,30,"Female",12,12,1,1,1,0,0,1,7,0,4.44999933242798,1,6000,6750
2780,2780,0,1950,33,"Male",16,11,0,1,1,0,0,0,0,0,4.87999868392944,0,0,16250
2955,2955,495,1313,37,"Male",11,20,0,1,1,0,0,1,16,0,7.51999855041504,1,3000,13750
2948,3093,0,1813,27,"Female",14,7,0,1,1,0,0,0,0,0,4.42000150680542,0,0,6750
3045,3045,0,2049,37,"Male",12,19,0,1,1,0,0,1,7,0,6.17000150680542,1,360,13750
3595,3655,30,1963,44,"Female",12,26,0,1,1,0,0,1,22,0,3.29999852180481,1,14500,5500
2985,2985,0,0,62,"Male",8,48,0,1,1,0,0,1,41,0,4.62000131607056,0,0,16250
3346,3346,0,2288,54,"Female",12,36,0,1,1,0,0,1,32,0,6.6000018119812,1,1500,13750
3195,3195,5,2195,23,"Male",14,3,0,1,1,0,0,0,0,0,4.95000219345093,0,0,10500
3073,3163,500,2088,42,"Female",12,24,0,1,1,0,0,0,0,0,6.6000018119812,0,0,13750
3608,3608,0,2100,32,"Female",12,14,0,1,1,0,0,0,0,0,10.5599975585938,0,0,18750
2928,2928,0,2606,28,"Male",17,5,0,1,1,0,0,0,0,0,2.64000010490417,0,0,13750
3525,3525,0,1875,32,"Female",12,14,1,1,1,0,0,1,14,0,2.64000010490417,1,12000,0
3953,3953,0,2351,57,"Female",14,37,0,1,1,0,0,1,34,0,3.29999852180481,1,20000,18750
3218,3218,45,2300,50,"Female",13,31,0,1,1,0,1,1,29,0,7.91999864578247,1,27000,13750
3848,3893,77,2126,35,"Female",17,12,0,1,1,0,0,0,0,0,3.95999979972839,0,0,6750
3740,3740,0,515,28,"Female",12,10,0,1,1,0,0,0,0,1,3.29999852180481,0,0,0
3570,3570,120,2560,60,"Female",12,42,0,1,1,0,0,1,38,0,2.64000010490417,0,0,5500
3218,3458,0,2026,39,"Female",17,16,0,1,1,0,1,0,0,0,11.2200002670288,0,0,18750
3255,3255,0,2100,29,"Male",12,11,0,1,1,0,1,1,8,0,6.6000018119812,1,9500,11750
3363,3813,75,1673,43,"Male",12,25,0,1,1,0,0,0,0,0,2.83999991416931,0,0,8250
3286,3286,0,2275,47,"Female",12,29,0,1,1,0,0,1,7,0,3.70000076293945,1,20000,21250
3255,3255,593,2750,33,"Female",11,16,0,1,1,1,0,1,16,0,5.09000062942505,1,20000,8250
3548,3548,23,2178,45,"Female",12,27,0,1,1,0,0,1,25,0,2.09999918937683,1,16000,2500
3181,3181,0,1208,54,"Female",9,39,0,1,1,1,0,1,39,0,1.39999961853027,1,11800,1000
3188,3248,0,1175,45,"Female",12,27,0,1,1,0,0,1,0,0,1.43999981880188,1,11000,2500
3318,3601,288,0,51,"Female",14,31,0,1,1,0,0,1,32,0,5.99999713897705,1,19000,8250
4030,4030,0,2193,24,"Female",12,6,0,1,1,0,0,0,0,1,3.06000018119812,0,0,4500
2746,2746,20,2288,32,"Female",9,17,0,0,1,0,1,1,14,0,2.89000153541565,1,14000,13750
3410,3410,495,0,42,"Female",12,24,0,1,1,0,0,1,23,0,2.16999959945679,1,19000,16250
3943,4088,0,2013,60,"Female",12,42,0,1,1,1,0,0,0,0,0.959999978542328,0,0,2500
2423,2423,150,2138,48,"Female",11,31,0,1,1,1,0,0,0,0,1.91999959945679,0,0,2500
3388,3478,0,2233,39,"Female",12,21,1,1,1,0,1,1,16,0,3.20000076293945,1,15000,13750
3280,3280,0,1905,36,"Female",16,14,0,1,1,0,0,1,14,0,3.8099992275238,0,0,4500
3376,3376,0,375,56,"Female",13,37,0,1,1,0,1,1,37,0,3.21000003814697,1,18000,3500
3458,3458,0,1538,48,"Female",12,30,0,1,1,0,1,1,27,0,2.30999875068665,1,16000,13750
3710,3710,0,788,34,"Female",16,12,0,1,1,0,0,1,15,0,2.30999875068665,1,18000,18750
3196,3709,45,2293,33,"Female",10,17,0,1,1,0,0,1,0,0,1.53999936580658,0,0,6750
3206,3236,365,838,48,"Male",17,25,0,0,1,0,0,0,0,0,3.70000076293945,0,0,5500
2881,4054,0,2866,31,"Male",8,17,0,1,1,0,0,1,11,1,2.15999937057495,0,0,5500
3113,3218,0,2031,56,"Female",10,40,0,1,1,0,0,1,36,0,1.81000030040741,1,13500,2500
3128,3128,163,1738,46,"Female",11,29,0,1,1,0,0,1,26,0,2.21999955177307,1,14000,2500
3203,3308,10,1525,38,"Female",10,22,1,1,1,0,0,1,21,0,0.919999659061432,0,0,0
3330,3815,50,330,23,"Female",12,5,0,0,1,0,0,1,2,0,2.7699990272522,1,12000,1000
4180,4360,0,2570,30,"Male",10,14,0,1,1,1,0,0,0,0,16.6299953460693,0,0,13750
3368,3368,30,1093,33,"Female",11,16,0,1,1,0,0,1,16,0,2.30999875068665,1,13000,13750
3295,3295,30,2805,50,"Female",8,36,0,1,1,0,1,1,23,0,4.15999984741211,1,18000,13750
3103,3508,100,825,51,"Female",12,33,0,1,1,0,0,1,0,0,1.95999908447266,1,13000,2500
3373,3441,37,68,35,"Female",16,13,0,1,1,0,0,1,15,0,5.76999950408936,1,24000,0
3210,3210,88,3203,53,"Female",16,31,0,1,1,0,0,1,30,0,3.3700008392334,1,37000,42500
2698,2698,105,1553,33,"Female",12,15,0,1,1,0,1,1,15,0,2.89000153541565,1,24000,4500
3633,4608,405,1025,49,"Female",12,31,0,1,1,0,0,1,26,0,2.37999892234802,1,2613,1000
2413,2443,15,2701,44,"Female",8,30,0,1,1,0,0,1,24,0,3.15000176429749,0,0,2500
3818,3878,45,125,28,"Female",12,10,0,1,1,1,0,1,7,0,0.550000011920929,1,14300,13750
3420,3480,75,0,64,"Male",12,46,0,1,1,0,0,1,35,0,3.46000146865845,0,0,10500
3215,3228,0,375,61,"Female",12,43,0,1,1,0,0,1,0,0,3.46000146865845,0,0,2500
2623,3268,0,1920,32,"Female",12,14,0,1,1,0,0,0,0,0,1.72999930381775,0,0,1000
2643,2643,38,1408,34,"Male",11,17,0,1,1,1,0,1,16,0,3.46000146865845,0,0,9500
3353,3353,0,1995,43,"Female",12,25,0,1,1,0,1,1,22,0,2.4800009727478,1,18000,3500
3558,3588,0,1600,25,"Male",17,2,0,1,1,0,0,1,3,0,2.99999904632568,1,8000,1000
2828,2978,75,1243,39,"Female",17,16,0,1,1,0,0,1,19,0,5.76999950408936,1,16000,16250
3148,3208,0,1988,60,"Male",17,37,0,1,1,0,0,1,34,0,25.3999977111816,0,0,21250
3773,4148,75,0,25,"Female",12,7,0,1,1,0,0,1,5,0,2.30999875068665,1,15000,5500
3405,3518,0,375,55,"Female",14,35,0,1,1,0,0,1,33,0,2.30999875068665,1,12000,2500
3278,3483,0,1051,45,"Female",17,22,0,1,1,0,0,1,21,0,4.62000131607056,1,34000,32500
2868,3243,10,1733,52,"Female",8,38,0,0,1,0,0,1,27,0,2.30999875068665,1,16000,2500
3900,4035,0,363,63,"Female",5,52,0,0,1,0,0,0,0,0,4.62000131607056,0,0,3500
2508,2621,25,1230,26,"Female",16,4,0,1,1,0,0,1,5,1,7.51000452041626,1,18500,18750
3555,3555,30,1816,26,"Female",6,14,1,1,1,0,1,1,10,1,2.51000070571899,1,7000,6750
3630,4155,0,625,58,"Female",8,44,0,0,1,0,0,0,0,0,2.72000050544739,0,0,0
3215,3215,0,0,60,"Female",11,43,0,1,1,0,0,0,0,0,1.15000009536743,0,0,1000
3180,3180,0,0,31,"Female",12,13,0,1,1,0,1,1,9,0,5.04999876022339,1,13500,9500
3938,3938,30,588,57,"Female",12,39,0,1,1,0,0,1,39,0,3.38000082969666,1,12000,1000
3466,3565,0,1050,39,"Female",16,17,0,1,1,0,0,1,18,0,2.89000153541565,1,6000,2500
2678,2678,0,800,25,"Female",15,4,0,1,1,0,0,1,6,1,0.919999659061432,1,13000,13750
3223,3298,0,900,48,"Female",16,26,0,1,1,0,0,1,25,0,2.30999875068665,1,28000,1000
3428,3493,0,638,28,"Female",17,5,0,1,1,0,0,1,6,0,3.08000135421753,1,21000,18750
3967,4367,0,1751,37,"Female",6,25,1,0,1,0,0,0,0,0,1.53999936580658,0,0,1000
3525,3650,150,900,49,"Female",12,31,0,1,1,0,0,1,24,0,3.08000135421753,1,17000,1000
3143,3353,0,900,48,"Female",12,30,0,1,1,0,0,1,27,0,5.69999885559082,1,20000,3500
3700,3715,15,388,26,"Female",12,8,0,0,1,1,0,1,4,0,2.21999955177307,1,7500,0
3245,3245,75,305,27,"Female",17,4,0,1,1,0,0,1,6,1,6.22000074386597,1,1500,1000
2010,2495,0,808,40,"Female",12,22,1,1,1,0,0,1,22,0,3.46000146865845,1,10020,1000
3055,3055,50,875,38,"Female",12,20,0,1,1,1,0,1,16,0,2.30999875068665,1,12000,1000
3458,3628,0,613,40,"Female",12,22,0,1,1,0,0,1,22,0,2.30999875068665,1,14500,2500
4235,4235,58,1183,30,"Female",12,12,0,1,1,0,0,1,6,1,2.08000016212463,1,9500,0
3890,3890,0,1050,30,"Female",16,8,0,1,1,0,0,1,9,1,2.30999875068665,1,11000,10500
4005,5280,500,520,34,"Female",10,18,0,1,1,0,0,1,19,0,2.89000153541565,1,15000,0
3773,3773,20,353,33,"Female",17,10,1,1,1,0,0,1,14,0,23.0900096893311,1,27000,6750
3465,3465,375,2700,26,"Female",10,10,0,1,1,0,0,1,11,1,11.5500068664551,1,5000,10500
3460,3520,0,0,27,"Female",14,7,0,1,1,0,0,1,0,0,1.39000034332275,1,8570,1000
3360,3418,138,0,23,"Female",12,5,0,1,1,0,0,1,6,0,2.89000153541565,1,11000,1000
3863,4073,0,0,62,"Female",1,55,0,0,1,0,0,1,43,0,1.91999959945679,0,0,1000
